modelo,busqueda,.metric,.estimator,mean,n,std_err,mtry,min_n,.config,.iter,tree_depth,learn_rate,loss_reduction,sample_size
GBM,bayes,roc_auc,binary,0.9071289635825976,5,0.01765470225778635,7,5,iter13,13,2,9.462272010831467e-4,0.09460605113497313,0.890948744378495
GBM,bayes,f_meas,binary,0.9269500347861017,5,0.006809683469535094,3,14,iter14,14,4,0.0677772448232317,2.921066249201502e-8,0.9714830311460187
GBM,bayes,pr_auc,binary,0.9734053337414421,5,0.00288979637623304,3,14,iter14,14,4,0.0677772448232317,2.921066249201502e-8,0.9714830311460187
GBM,bayes,roc_auc,binary,0.889360546628717,5,0.010469231782829477,3,14,iter14,14,4,0.0677772448232317,2.921066249201502e-8,0.9714830311460187
GBM,bayes,f_meas,binary,0.9071055775323746,5,5.986166142171922e-4,11,8,iter15,15,6,3.813782547015617e-4,1.3313566056597667e-4,0.9235167506924831
GBM,bayes,pr_auc,binary,0.9773187733210376,5,0.00614519100326595,11,8,iter15,15,6,3.813782547015617e-4,1.3313566056597667e-4,0.9235167506924831
GBM,bayes,roc_auc,binary,0.9083117546150128,5,0.021820571623422,11,8,iter15,15,6,3.813782547015617e-4,1.3313566056597667e-4,0.9235167506924831
GBM,bayes,f_meas,binary,0.9071055775323746,5,5.986166142171922e-4,12,2,iter16,16,5,1.1480504843745508e-4,3.360485156963683e-6,0.5269589585090522
GBM,bayes,pr_auc,binary,0.9793625324371591,5,0.005818394774232309,12,2,iter16,16,5,1.1480504843745508e-4,3.360485156963683e-6,0.5269589585090522
GBM,bayes,roc_auc,binary,0.9195134903154952,5,0.01800534479241879,12,2,iter16,16,5,1.1480504843745508e-4,3.360485156963683e-6,0.5269589585090522
GBM,bayes,f_meas,binary,0.9387070952649422,5,0.003458831876243606,10,6,iter17,17,2,0.0076859446465145234,2.6059430613156935e-10,0.9555097060240572
GBM,bayes,pr_auc,binary,0.9857568165754954,5,0.0026307190067573097,10,6,iter17,17,2,0.0076859446465145234,2.6059430613156935e-10,0.9555097060240572
GBM,bayes,roc_auc,binary,0.9365008842452452,5,0.010297768662558892,10,6,iter17,17,2,0.0076859446465145234,2.6059430613156935e-10,0.9555097060240572
